id,Price_euros
6,1568.9121666666688
8,2030.4527000000003
14,3133.408781666666
21,2161.95
22,214.57870000000014
27,1231.5562
29,651.0440000000002
32,547.0332000000004
38,611.0873650793651
41,1559.5537888888887
59,345.75279166666684
60,1185.7614047619047
62,1712.9348333333335
71,559.4301166666668
75,1366.6513114285713
76,1647.6400414682537
77,2239.7272
81,1649.1103333333335
82,552.6336507936508
83,1144.1805404761913
86,1976.1570914285717
87,2664.622618333333
88,850.2429722222222
90,485.04220952380933
91,1929.1199333333334
93,491.7266136363637
97,551.6930204365079
104,321.139355
108,2201.675185714286
114,771.2448824603181
115,1902.2924196825397
122,893.5005495238095
128,551.4711999999996
133,1877.9189999999999
140,1596.05336
143,530.3580999999999
145,415.4142601984126
146,1419.7219999999998
149,1401.4238
151,611.0873650793651
152,1438.8105486904758
153,345.75279166666684
157,811.8816666666667
158,1657.2771253968258
160,490.30835380952385
170,946.0167611111112
173,1486.0176999999999
175,539.3598452380949
179,998.6995625000001
180,1162.672816666667
181,1921.7010533333334
182,1267.2745714285713
183,815.6709666666667
184,668.3130857142859
186,3165.5728920238093
195,2927.5184999999997
206,1900.9675666666692
211,2003.8895233333324
215,2713.1746333333344
224,585.7741959523811
226,1165.6636785714286
231,332.005075
235,445.0241833333333
237,2846.00858
238,402.6229133333334
240,1438.8105486904758
250,893.5005495238095
251,891.9228833333337
255,799.0004283333334
257,1124.4923851190479
259,1343.6721333333337
260,902.2049833333331
264,1231.5069999999998
265,863.0960399999999
273,1277.3354800000002
277,953.1642779761901
278,1471.047488888889
279,1301.608214285714
285,2760.399513333333
286,1052.5368416666665
287,1746.3089417063488
294,622.3970466666666
295,1868.2693611904767
297,1487.5182555555555
298,1909.8774166666665
299,1245.7655500000003
304,2456.071533333333
309,472.93052500000005
310,434.98090476190475
312,2420.4617800000005
316,917.892619047619
317,811.8484
326,788.0753750000002
334,951.0006392496389
336,808.6649959523809
337,2113.999766666667
338,2127.3206499999997
343,512.6972316666668
346,902.2049833333331
350,668.3130857142859
357,1762.9788000000003
358,272.92900000000003
363,1186.113086904762
364,2219.6654999999996
369,1361.8575400000002
371,1165.6636785714286
376,1156.974416666667
383,489.6433737373736
384,1093.0265000000002
385,614.2232930555556
386,983.2516666666667
391,1106.9381904761894
394,881.3476933333328
397,1236.848961904762
398,244.3527
416,1950.7557000000004
417,1630.5402516666663
419,2008.8589333333334
421,931.5590666666666
428,230.753
432,1909.6199333333334
438,535.7077500000003
440,489.1341840226441
443,584.5507285714285
445,597.304304325397
446,1809.021766666666
457,881.3476933333328
459,1051.6079047619046
461,467.8344523809524
462,1202.7033333333334
463,531.6104166666667
468,1538.9733333333331
473,808.6649959523809
477,2006.3027761904764
479,1462.6320666666666
480,1617.5367500000002
483,1770.9838833333333
487,645.010426904762
492,2272.022142857143
496,796.0365906349206
501,1124.4923851190479
502,1108.36855
505,687.786875
507,1675.4323333333334
508,885.8266151587301
513,1117.108
514,622.110916666667
516,2486.265900000002
521,1777.7689166666669
524,1562.2775
527,1342.2816583333333
529,1532.2625
534,1626.1203166666655
537,2366.4863
539,2438.0470133333342
540,622.110916666667
542,366.6571054761905
545,983.2516666666667
548,614.2232930555556
551,456.3641812554116
552,461.904238095238
556,1698.7388250000001
567,820.1042
573,2377.0109190476196
582,1166.6029333333333
584,406.14
585,1291.9372500000004
586,503.5373419047615
587,1160.3521563852817
592,724.4620083333332
605,1429.2221000000002
608,2050.6671000000024
610,512.9065999999999
612,743.2751904761905
617,1698.1300000000012
618,1227.3473600000004
620,552.6336507936508
621,1868.2693611904767
630,439.32680000000005
632,1124.4923851190479
635,802.06433
641,324.8684720887446
644,461.904238095238
649,918.6300785714291
651,1366.6513114285713
653,381.6387733333333
655,1430.107466666667
659,710.3376833333335
660,1210.715
663,245.84399999999994
666,1310.5735333333332
668,652.8831666666666
673,1953.493492063492
674,1909.4771000000003
675,1909.8774166666665
679,624.2748833333336
684,1692.4163999999978
685,1058.9257999999986
688,649.914328452381
689,1826.1113666666665
695,346.54798416666665
702,844.838938095238
705,649.914328452381
706,578.5554666666667
708,468.6103555555555
714,1124.4923851190479
719,1121.6299999999997
724,374.00779935064946
725,904.3530000000001
726,904.3530000000001
727,1165.6636785714286
733,345.0868733333333
736,2207.368716666667
737,366.6571054761905
744,1177.1563492063492
746,2336.714966666667
751,621.0369333333338
756,588.5759023809519
758,2219.6654999999996
761,1672.86046
764,864.0434666666665
765,620.6581466666668
771,512.8866999999998
776,1511.5720000000001
777,1556.4
779,990.7594012987013
780,1715.47
781,716.0111166666668
783,1097.052109761906
797,597.304304325397
800,886.6339600000001
802,1605.2369047619047
805,929.4364999999999
806,389.4396444444444
807,360.2065804761906
810,666.5686583333332
811,1162.672816666667
816,1458.0759000000007
817,441.5334280952382
819,464.50589357142854
820,587.3049047619047
822,899.4946366666668
826,675.8839753571431
831,1912.426858095239
833,1036.312722579365
834,1807.4230000000005
835,1217.9054166666674
837,2163.1996884920636
845,886.6339600000001
846,468.6103555555555
854,753.1378380952383
857,1036.802899999999
858,762.5797916666667
861,1104.723861309524
862,328.61232380952396
863,341.2462833333334
865,1124.4923851190479
870,1350.782
875,2200.644
880,461.904238095238
885,931.986768903319
886,321.6098816666669
887,2246.841099761904
889,3401.0780000000004
892,1544.6877222222224
896,1483.91
898,495.64905325396813
900,346.54798416666665
901,467.8344523809524
903,1162.2304066666666
905,1088.162355
906,450.06702404761904
908,1465.3429
910,891.9228833333337
912,755.8247523809524
917,1682.914399999998
918,1470.0848333333333
920,771.3538666666668
922,793.1203095238095
925,2821.840907857142
927,746.32021
930,3067.4341829761897
935,2132.3316666666665
936,1137.6084700000004
937,317.35336507936506
940,1521.908
944,2239.7272
948,307.51
949,2417.22
951,1438.8105486904758
954,1062.6778214285714
957,978.94345
958,1358.1588698412702
962,574.7030285714286
975,1173.7470333333333
977,1646.4533333333331
979,725.7414000000001
984,727.9461466666668
987,1437.3979916666667
989,871.6245793073592
991,1048.3769416666667
993,1124.4923851190479
1003,743.2751904761905
1004,709.046633333333
1014,367.8971054761904
1015,383.76204887445886
1020,1652.632
1021,611.0873650793651
1029,1496.511053571428
1032,1356.397
1033,491.3968
1036,1457.1771835714285
