id,Price_euros
6,1690.308887449613
8,1977.5053608791077
14,4548.524415879608
21,1954.1175068727102
22,276.98438563570255
27,1034.9842643100224
29,455.9813371205378
32,601.2544200661522
38,518.1009648547398
41,1153.856967636058
59,291.6428955241197
60,1180.3339138899455
62,1810.400068812657
71,880.0344153990783
75,1300.9605680508098
76,1485.924757428072
77,1866.6720244835976
81,1510.0340725301705
82,475.01898703107554
83,1211.1431878685487
86,1636.092521017992
87,1992.3415255564878
88,748.6725328734861
90,414.31855608672686
91,1955.081279960875
93,446.7632664759733
97,526.8001047427513
104,401.6781608813037
108,2307.110956108008
114,761.8953071349856
115,1439.7752531151145
122,841.5582768835993
128,567.7515566839022
133,2036.22361197508
140,1569.3120042894625
143,576.0060933920424
145,313.74282924190595
146,1122.5521569329635
149,1580.5716115867995
151,518.1009648547398
152,1197.5706872773371
153,291.6428955241197
157,831.694738460327
158,1544.5483941650418
160,541.279127018686
170,800.8126000290451
173,1485.6079011616089
175,572.7411120825657
179,774.8118991159304
180,1242.436762834073
181,2354.538688111993
182,1148.0434670284953
183,1078.8646530535184
184,557.5643541124782
186,2886.4887881890863
195,3294.2189041668826
206,1351.2925926890487
211,1772.2205466727469
215,2563.3300833573385
224,594.1968395810595
226,1270.3522842895507
231,269.8518761204191
235,465.06987932667494
237,2210.82139563327
238,391.14039392278073
240,1197.5706872773371
250,841.5582768835993
251,1225.0858096378047
255,778.0658746575717
257,1232.1727621496407
259,1338.7903689425514
260,741.1271696871937
264,1354.4410300052523
265,848.7376882146432
273,1038.9606801860543
277,885.8831034012744
278,1475.161311158036
279,1187.286099428851
285,1990.7445389580066
286,968.9845089264772
287,1614.8221723492773
294,634.9347362030264
295,1666.730890380495
297,1160.735748226175
298,1985.1097188084718
299,1487.0201955612094
304,2435.5416546588467
309,418.3724194920085
310,432.0517324941138
312,2351.684871662196
316,1139.4478322803775
317,763.9298145150669
326,523.1456164810182
334,1288.37059106688
336,767.3983316070791
337,1752.7857347574966
338,1990.4210422793535
343,368.699606401849
346,742.502925805217
350,557.5643541124782
357,1596.6370527397362
358,483.42396511291554
363,797.6658767842923
364,1895.4938701357405
369,1371.43677592758
371,1270.3522842895507
376,1132.4710734475213
383,524.7691430217068
384,1077.4713850782537
385,552.9394709851956
386,1000.5903613594378
391,1170.0555649168696
394,978.6148017526409
397,1194.164880018968
398,114.90284327145787
416,1955.2751035939502
417,1228.5587829695523
419,1934.4449381905242
421,880.644407624656
428,163.05430740227598
432,1960.5843044329686
438,446.11858881654643
440,451.45259428020404
443,452.83881681068283
445,446.0813654855515
446,1507.4586801594894
457,978.6148017526409
459,1046.688386000945
461,432.12998067224225
462,1583.1926885418472
463,428.1019636048013
468,1205.601823782911
473,767.3983316070791
477,1728.4633375006208
479,1435.3089732843387
480,1524.4459287327268
483,1347.699200673014
487,769.1241786841165
492,2102.221209933825
496,739.9733929854747
501,1232.1727621496407
502,739.8832092466114
505,534.4003464285693
507,1415.6440394716594
508,714.013737218705
513,1152.8921964782667
514,545.5259034763442
516,1832.5325853853178
521,1792.503862285199
524,1482.705536447524
527,1176.5818704738545
529,1703.4273886161131
534,1744.7054243122793
537,2412.995680432437
539,2121.8518100398223
540,545.5259034763442
542,265.73598475950325
545,1000.5903613594378
548,552.9394709851956
551,365.44563086020753
552,407.6222521927673
556,1585.8980249257577
567,650.338642890805
573,2127.559766934274
582,972.9139201084768
584,311.3474496581234
585,1474.6383904989991
586,533.9979613616068
587,1327.613223467236
592,521.7817968203467
605,1293.6885549499516
608,1620.887373690175
610,520.7632039326222
612,563.7750308760503
617,1782.389661690323
618,1258.4792158175085
620,475.01898703107554
621,1666.730890380495
630,736.1971261711175
632,1232.1727621496407
635,1076.788495888844
641,160.4291483727477
644,407.6222521927673
649,742.6347214826583
651,1300.9605680508098
653,636.8358392170044
655,1091.1983899068198
659,927.5467950157839
660,1714.0971405510204
663,196.72765983785825
666,1324.0961279270111
668,545.6160872152074
673,1578.7211945333768
674,2051.578031855587
675,1985.1097188084718
679,552.4046840664612
684,1404.4382901982294
685,1400.280588050408
688,629.4946803235023
689,2276.025331988796
695,280.1139961185502
702,670.2544341461535
705,629.4946803235023
706,586.8416532828971
708,497.6281080345274
714,1232.1727621496407
719,1364.6011127206634
724,307.66387390322575
725,801.6718158733768
726,801.6718158733768
727,1270.3522842895507
733,277.5760392016871
736,1707.5600091256483
737,265.73598475950325
744,1201.1640792933717
746,2567.097941200128
751,651.6726798833283
756,561.9154687890368
758,1909.2514313159743
761,1806.2614234654325
764,936.5227928196252
765,654.1953218553538
771,458.5261391403312
776,1422.927168222128
777,1204.2260676648875
779,1107.7555315320092
780,1652.46671713332
781,1007.3406498611399
783,1217.5527340253655
797,446.0813654855515
800,990.8315764448594
802,1515.537097002264
805,817.8167585958065
806,340.1951486152859
807,253.14655890034078
810,841.6738470355042
