ID,SeriousDlqin2yrs
129460,0.09640851325052935
134018,0.014886851648767851
86523,0.014993162467755302
138466,0.009412110964732429
143905,0.008771417239311085
118893,0.6012507620200651
124587,0.008771417239311085
136337,0.09088345475191288
16700,0.017297779349983246
57857,0.041656917867192736
15734,0.014728879202761818
108865,0.010466910792381151
70643,0.020609718841746037
63937,0.01510594373315551
45630,0.3858516064082023
134,0.012959818132291507
19051,0.008440819590335888
70017,0.011814479485855746
141425,0.012372127475164247
54428,0.014025063255026525
22909,0.07353367598719558
50665,0.22870203295007252
14452,0.012235085525112698
25646,0.05000350632973738
7670,0.2782148606418334
58203,0.010285614720420114
34957,0.01851352072895517
12339,0.011393197980334877
57387,0.016418500699891342
135184,0.009747801272458664
67705,0.184102782847423
88706,0.010599073382176099
50761,0.00877641054451645
128898,0.26436243679173616
141806,0.4465470231497623
26485,0.013834694390792678
35726,0.08657272563790527
7684,0.01927499524524897
110249,0.008885792666014044
93798,0.561380157062701
15352,0.019322521900421125
124345,0.08106575919980563
114161,0.008854182344037233
134264,0.16186874853296732
25722,0.012858138595294237
80217,0.008771417239311085
39434,0.026454329824496088
148053,0.022204124689147106
36794,0.00800349938083962
36180,0.015251673020403892
111180,0.026139661870145995
109175,0.04485679341265024
89108,0.01166223631245173
102313,0.011641387240606574
1237,0.26822792942636203
115697,0.0884488214675065
117088,0.10412031388016059
32708,0.01371261712965286
56470,0.05806581346478165
32678,0.033019047910394624
7520,0.01227470914103017
19850,0.41467538387553904
59381,0.012834783411273509
72715,0.058543500535188475
120597,0.10216331208508478
64821,0.07714109455304678
85756,0.18586756601062174
87380,0.08024965154208792
4468,0.07309369248163412
117685,0.013667441032079994
14303,0.061411913908074364
137190,0.011589251741794246
16530,0.01822385632421212
87639,0.021928821129863652
52576,0.01549530780396146
51230,0.08007623394549399
8197,0.13157159189374693
8926,0.00929126408311667
12082,0.018072020775390538
36469,0.018371606502273697
71537,0.09337242404483276
143473,0.047010219280186775
40512,0.05581211992899157
142333,0.008936433748641611
122859,0.01639743358667539
123494,0.5555701899788831
11783,0.01605349738857052
93815,0.05104044613329429
34965,0.018757979704834647
28589,0.13116704971848545
4382,0.01966168377963119
103120,0.017176543687057382
67853,0.00877641054451645
1341,0.012131572198445665
61792,0.008587991296389527
133333,0.011563398185222026
33457,0.016451416502621993
84785,0.02761851135623125
88130,0.010133515373901666
44198,0.011543805389078851
119157,0.010027290210050313
24998,0.011792601919356391
122763,0.06370221574292373
121251,0.2570052474967181
78085,0.0793848958543265
5826,0.12420101073055374
10776,0.06817973564567482
149700,0.025121847432155404
41971,0.008785263027084189
45082,0.09070291212091164
99466,0.1004617728926562
105695,0.023791495613308247
46531,0.009656510170656161
92571,0.01067695345246843
149280,0.3773921084856778
9307,0.009578271925016308
3832,0.2907186000056344
136229,0.06421677907832664
9749,0.040977373539244855
22416,0.020801242180156984
8923,0.04675489663099872
122317,0.012475225555894537
75316,0.017362994369351414
90063,0.012962347353048631
125217,0.011742696472136114
7152,0.04109157360626913
98829,0.008398939983241491
7731,0.030056883323672623
73791,0.0768991781787129
77593,0.023142329482651786
44064,0.010285614720420114
97789,0.008785263027084189
96776,0.011190619355649578
65178,0.22673391682125477
91449,0.016408207593002426
99847,0.08910171919572514
67431,0.053638613450192114
37950,0.017432128787881335
25116,0.013983163513067219
125291,0.06646362468977854
81884,0.010958095779144479
54800,0.11035954104755603
56112,0.07758591163266067
101235,0.010599073382176099
46574,0.02130137076159646
40808,0.04324293535049334
142283,0.018784568449557587
51874,0.00877641054451645
51128,0.5482986712942827
114138,0.02146859265254792
13547,0.01584204119052177
6473,0.009372656727998632
26439,0.2571681535661656
117091,0.2461308035406919
18597,0.009330766266296328
94348,0.015452614235685279
30020,0.0171076528574051
63311,0.0975766379356114
29567,0.11978774572870221
137357,0.021155431877032466
116355,0.017931720764547222
16821,0.012169417546116005
145830,0.13992334500457798
94237,0.00960290694539199
138891,0.008151948288732605
125287,0.012258999302030817
43538,0.20902047234479565
18098,0.37590632290687515
11471,0.013687292578564724
50859,0.21734870361509928
105579,0.014183947972562222
1026,0.16835015250128263
48669,0.01047718672010102
4369,0.042210496688194536
8675,0.011355632094867542
30495,0.009412110964732429
46390,0.026786557906089834
85342,0.04615539732701559
145455,0.13275820946446534
84151,0.013489451313829996
99728,0.09762823726811869
51431,0.05270121863860483
40461,0.03990935575445114
74752,0.06253107145892434
146347,0.015228720685725764
89627,0.014357456829075719
119495,0.08479032280170107
5535,0.059602166427452814
6886,0.053221918388421684
82573,0.014344786648852267
5856,0.01379525815062859
112565,0.010062810650438863
141875,0.02706479803063478
116917,0.027560038495071163
82648,0.05519064827801252
61263,0.025528724009088243
149132,0.03472415019559777
136782,0.009429024410751437
73326,0.14675160984950988
36736,0.032444689565048986
135464,0.02014920701427868
134733,0.015444201612211881
109407,0.023254106736626482
80387,0.022781685496068557
69821,0.01181034699534264
36225,0.010557750479
106353,0.08910074566458867
23899,0.033062092281090305
98340,0.08650758972237031
1459,0.0157411654191563
124570,0.026452043461313905
125522,0.0122948420436198
65121,0.015463737325883502
111475,0.008739597563685801
134388,0.09917222205518646
136272,0.05430241925351704
63305,0.014606903778777828
51318,0.01771878525936115
124790,0.012736502761763883
137374,0.012413424601296526
61364,0.10835034815433432
130363,0.4768316094725405
115501,0.6131806734200853
126422,0.1004617728926562
74959,0.01375472143511199
20728,0.0081915502388972
98840,0.010173740692277666
86036,0.009052434194767183
126021,0.01156884482638338
106773,0.018746442387525028
114366,0.03359258229535741
38396,0.06432024066654361
64618,0.08158482717075412
44641,0.2305286274180945
15441,0.013911763100638751
70716,0.01322643323079148
149477,0.010622881615962304
4458,0.1658482006979876
85932,0.013524989753443893
96810,0.08592290991157472
35535,0.7268431787505633
25662,0.04133651477352317
81621,0.062359916058356765
50408,0.01341885131337313
91625,0.0630957155577774
144293,0.015040324309547824
102549,0.016149073562063306
126255,0.0902783506891205
121831,0.05643761668020235
102237,0.06981578756206319
87682,0.10025479044030632
1128,0.1561532725545478
113669,0.013597044108182625
143810,0.033768305006713524
2537,0.013072290825972244
32514,0.013978855353925533
27431,0.02241088656292082
12324,0.0081915502388972
4255,0.01114048736721562
120638,0.2101573003622467
140287,0.009005392602834165
15575,0.014938340873319758
102682,0.05374773370320213
66848,0.020545960919670557
42860,0.008854182344037233
64695,0.07189620595470445
78618,0.011110421862156434
125868,0.015015833598718926
95046,0.06248308668441715
148199,0.009092074062642074
48429,0.08981916267020565
103265,0.05472480665054414
88744,0.0281425498967888
95916,0.00992854148928123
85231,0.012360568003312127
59848,0.013785675483053745
102903,0.0081915502388972
6418,0.05031004650295829
56585,0.013546500637787503
16433,0.008921176173250953
143329,0.0675181605378895
35325,0.07686720849410582
129113,0.061908135410612644
20640,0.026865498153890884
81767,0.24962545978535364
125251,0.011971868161261032
111116,0.3189956746621674
78367,0.01141476665987683
91129,0.10522909978633993
100868,0.026640789565503243
142892,0.01138615426079647
54362,0.032756875415904635
90671,0.01403121305567111
68108,0.010029869838171572
24347,0.014724958455330414
64400,0.009776752956675905
11051,0.008245308140222294
23652,0.011596818966231232
35741,0.010052100902730524
106355,0.7180993940957155
43631,0.011294894261370687
60105,0.043547520124917624
4167,0.02870841502829305
139748,0.016429015805195027
108628,0.014737402105051069
130842,0.012069730917326087
73121,0.09334756496817145
144847,0.11603281504391821
98908,0.019638905256404816
107258,0.01712898083928803
7310,0.01944485882956124
66363,0.07150433748181352
105182,0.015030576483060372
109290,0.02941911439585795
30480,0.013037600259664016
117321,0.021901157566470406
101188,0.6012047074145875
51893,0.008885792666014044
72716,0.014271077712055878
133102,0.012677146227907865
25151,0.014830230662980082
87813,0.3978615599178782
75161,0.008134342363719306
69389,0.009411200023177241
99673,0.05497062196277452
124140,0.01156884482638338
78958,0.019024981420416233
93773,0.013503150298455946
48062,0.07516078600775912
127963,0.013536512050915987
92341,0.0163122330069695
51786,0.03493221610507738
123328,0.008513643704995792
86416,0.01064939770921124
48391,0.0178133953443211
7238,0.3824798130083297
77088,0.010823622973536725
60633,0.06961093180356713
127141,0.012110786810191357
83640,0.015541862868338427
94760,0.03768848748031206
99612,0.02604540194011112
75729,0.011644760947949695
74668,0.009756282273220866
91592,0.06760770134073141
8120,0.01421616309410805
52033,0.03298073075075798
91872,0.014687841488282833
3618,0.008398939983241491
18561,0.01041721255847495
113602,0.014324446592208124
140838,0.06336552921924318
148161,0.03892340054375715
145995,0.01649920811753646
38762,0.0181553498658505
11025,0.012776833957076156
60824,0.008512468686138534
30964,0.0181567156063424
34568,0.05743135095518452
44328,0.01855571208033932
77621,0.012169417546116005
17489,0.13771799636283186
1449,0.04094958783003241
111125,0.009747801272458664
56855,0.02905870284948038
21162,0.08502826344179998
21765,0.06797601666269501
70454,0.015571211703242804
141564,0.16950645713125162
122653,0.011971698023840153
81969,0.01096525192247925
6623,0.017003115693890625
13636,0.021671355840551625
35440,0.5609026082633191
427,0.08451803370592469
91482,0.010310858770589256
16494,0.5666308842764899
9668,0.016330744872821653
25314,0.008841540811464498
6527,0.2639613906099152
113696,0.04332940005088334
120716,0.029576911718687704
123407,0.08971975925828998
6045,0.03561568915737049
102619,0.06605287071770116
89593,0.030248478280191005
146461,0.009656510170656161
144504,0.015186468570031659
33304,0.3286449960642655
38522,0.011762297536844062
35919,0.018210193354001463
12916,0.047010219280186775
64933,0.07757559755624766
65146,0.04141590595145828
20257,0.24271085331221068
13337,0.05281230340675112
49821,0.24093870153697358
35035,0.008416960062994722
52244,0.012918043109172652
61391,0.008936433748641611
59255,0.01692948862394276
82951,0.012203493549643025
77312,0.08534441693142883
121599,0.02563253427152066
73110,0.0143206311683384
63200,0.016016168883743357
148328,0.010699910243753556
134738,0.13411521300711707
12550,0.0340810936362511
36966,0.04197828548624771
117478,0.0140848654140539
7824,0.10185439486788837
18671,0.015288697043851825
12238,0.01120011942750187
113183,0.016118304254537582
138486,0.09098378153416883
135525,0.008678872690473467
89449,0.050094221641131906
74982,0.016443206499204076
82665,0.013675953609062645
148908,0.0158617082284044
110931,0.009780089204236923
135483,0.02311736720915102
74838,0.0389241490655614
113813,0.06311098446395129
74545,0.4205123542216049
98377,0.01434391065513363
4788,0.024063533765196057
17861,0.01047718672010102
48878,0.19764104312110053
33410,0.15375139143965258
31696,0.0081915502388972
114449,0.01095285555492773
25788,0.01758345267581754
141779,0.010117203347550128
94354,0.009104016261614488
20374,0.04582339571043345
35587,0.009529339776830794
53581,0.06078041822309019
96356,0.0717945125449697
55729,0.02203064109236986
127598,0.013740815260368794
23760,0.02218366349849656
75498,0.0082211656582829
18516,0.015251673020403892
47209,0.013917791402149863
20941,0.011612176495347733
48549,0.022697508689745724
59387,0.09698792122921007
119215,0.02148201258649129
72253,0.016471656189946123
49924,0.078185513438214
123466,0.015826267731011902
95055,0.30901962835573094
111457,0.06422810390801346
73306,0.30974285861100703
99154,0.10296653488464866
8249,0.23963785571248636
47007,0.008623496913040617
22760,0.04708296526315348
141212,0.06655295606275204
121061,0.04393361456773158
1847,0.029591514664859837
17047,0.009136279535162441
79153,0.01728861319696565
97307,0.015424206837399625
112605,0.051098811355822296
6181,0.020905852857738494
133193,0.014480012004646691
48299,0.012342771890275814
11793,0.010012918840498469
23345,0.008771417239311085
109678,0.009466501069936979
64100,0.012987035401007558
95271,0.016049602784904714
145753,0.06608957221148279
